filename,operation,off score,on score,line count
None,None,0.9523809523809523,1.0,146
Sociologia.java,insert line 75: `boolean done = false;` on try 0,0.9503239740820735,1.0,146
Sociologia.java,insert line 18: `boolean debug = false;` on try 0,0.9482758620689655,1.0,146
Sociologia.java,insert line 127: `int index = 0;` on try 0,0.946236559139785,1.0,146
Sociologia.java,insert line 33: `int max;` on try 0,0.9184549356223176,1.0,146
Sociologia.java,insert line 85: `int index = 0;` on try 0,0.9164882226980728,1.0,146
Sociologia.java,insert line 139: `boolean debug = false;` on try 0,0.9145299145299145,1.0,146
Sociologia.java,insert line 66: `boolean debug = false;` on try 0,0.9125799573560768,1.0,146
Sociologia.java,insert line 127: `double w;` on try 0,0.8978723404255319,1.0,146
Sociologia.java,insert line 139: `int min;` on try 0,0.8832271762208068,1.0,146
Sociologia.java,insert line 119: `double w;` on try 0,0.8813559322033898,1.0,146
Sociologia.java,insert line 60: `int intInput;` on try 0,0.8625792811839323,1.0,146
Sociologia.java,insert line 28: `String[] messages;` on try 0,0.8565400843881856,1.0,146
Sociologia.java,insert line 70: `boolean debug = false;` on try 0,0.8505263157894737,1.0,146
Sociologia.java,insert line 43: `boolean debug = false;` on try 0,0.8151260504201681,1.0,146
Sociologia.java,insert line 77: `int min;` on try 0,0.8134171907756813,1.0,146
Sociologia.java,insert line 76: `boolean debug = false;` on try 0,0.7740585774058577,1.0,146
Sociologia.java,insert line 141: `int max;` on try 0,0.7640918580375783,1.0,146
Sociologia.java,"insert line 117: `int x, y;` on try 0",0.760914760914761,1.0,146
Sociologia.java,insert line 37: `int max;` on try 0,0.7593360995850622,1.0,146
Sociologia.java,insert line 51: `int min;` on try 0,0.7370600414078675,1.0,146
Sociologia.java,"insert line 22: `String output = """";` on try 0",0.6859504132231405,1.0,146
Sociologia.java,"insert line 150: `int x, y;` on try 0",0.6337448559670782,1.0,146
Sociologia.java,insert line 147: `int j = 0;` on try 0,0.6324435318275154,1.0,146
Sociologia.java,insert line 83: `int index = 0;` on try 0,0.6188524590163934,1.0,146
Sociologia.java,"insert line 113: `String output = """";` on try 0",0.6175869120654397,1.0,146
Sociologia.java,insert line 157: `int count = 0;` on try 0,0.6163265306122448,1.0,146
Sociologia.java,"insert line 166: `String output = """";` on try 0",0.5865580448065173,1.0,146
Sociologia.java,insert line 20: `String[] messages;` on try 0,0.5853658536585366,1.0,146
Sociologia.java,insert line 118: `String[] Data;` on try 0,0.5720081135902637,1.0,146
Sociologia.java,insert line 96: `double w;` on try 0,0.5303643724696356,1.0,146
